id,formattedAddress,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,subdivision,zoning,lastSaleDate,lastSalePrice,hoa,architectureType,cooling,coolingType,heating,heatingType,exteriorType,fireplace,floorCount,foundationType,garage,garageSpaces,garageType,pool,roomCount,unitCount,viewType
"6704-East-Rd,-Jacksonville,-FL-32216","6704 East Rd, Jacksonville, FL 32216",Jacksonville,FL,32216,Duval,30.280886,-81.591577,Single Family,3.0,1.0,1112.0,11005.0,1956.0,SANS SOUCI SEC 07,RLD-60,2024-06-24T00:00:00.000Z,219900,,,True,Central,True,Forced Air,Brick,False,1.0,,True,1.0,Carport,False,,1.0,
"1703-Hazelhurst-Dr,-Jacksonville,-FL-32216","1703 Hazelhurst Dr, Jacksonville, FL 32216",Jacksonville,FL,32216,Duval,30.291057,-81.582355,Single Family,3.0,1.0,1313.0,10663.0,1951.0,HAZELHURST,RLD-60,2024-06-24T00:00:00.000Z,236900,,,True,Central,True,Forced Air,Concrete Block,False,1.0,,True,1.0,Carport,False,,1.0,
"4241-Studio-Park-Ave,-Jacksonville,-FL-32216","4241 Studio Park Ave, Jacksonville, FL 32216",Jacksonville,FL,32216,Duval,30.252644,-81.576095,Single Family,3.0,3.0,2766.0,4534.0,2006.0,MIDTOWNE,PUD,2024-06-24T00:00:00.000Z,470000,,,True,Central,True,Forced Air,Aluminum / Vinyl Siding,True,3.0,,True,2.0,Garage,False,,1.0,
"5120-Mystic-Point-Ct,-Orlando,-FL-32812","5120 Mystic Point Ct, Orlando, FL 32812",Orlando,FL,32812,Orange,28.516161,-81.321058,Single Family,4.0,2.0,1989.0,5238.0,1990.0,MYSTIC AT MARINERS VILLAGE,PD/AN,2024-06-24T00:00:00.000Z,447000,,,True,Central,True,Forced Air,Stucco,False,2.0,,True,1.0,Garage,False,,1.0,
"3335-Mayflower-St,-Jacksonville,-FL-32205","3335 Mayflower St, Jacksonville, FL 32205",Jacksonville,FL,32205,Duval,30.310452,-81.712262,Multi-Family,4.0,4.0,2464.0,22647.0,1979.0,MURRAY HILLS HEIGHTS,RMD-D,2024-06-24T00:00:00.000Z,725000,,Quadruplex,True,Central,True,Forced Air,Concrete Block,False,1.0,,False,,,False,8.0,8.0,
"3946-Shoreside-Cir,-Tampa,-FL-33624","3946 Shoreside Cir, Tampa, FL 33624",Tampa,FL,33624,Hillsborough,28.091363,-82.506955,Single Family,2.0,2.0,1099.0,3522.0,1984.0,CARROLLWOOD SPRINGS CLUSTER HOMES,PD,2024-06-24T00:00:00.000Z,285000,,Condo / Apartment,True,Central,True,Central,Stucco,False,1.0,,True,2.0,Garage,False,,1.0,
"14111-Knottingsley-Pl,-Tampa,-FL-33624","14111 Knottingsley Pl, Tampa, FL 33624",Tampa,FL,33624,Hillsborough,28.081325,-82.532256,Single Family,3.0,2.0,1843.0,9545.0,1985.0,VILLAGE XIII OF CARROLLWOOD VLGE PH III,PD,2024-06-24T00:00:00.000Z,590000,,Contemporary,True,Central,True,Central,Stucco,True,1.0,,True,2.0,Garage,True,,1.0,
"1661-Riverside-Ave,-Apt-116,-Jacksonville,-FL-32204","1661 Riverside Ave, Apt 116, Jacksonville, FL 32204",Jacksonville,FL,32204,Duval,30.311367,-81.680458,Condo,2.0,3.0,1481.0,225.0,2007.0,1661 RIVERSIDE CONDOMINIUM,,2024-06-24T00:00:00.000Z,430000,,Condo / Apartment,False,,True,,,False,,,False,,,False,,1.0,Average
"1271-Sheridan-Dr-NW,-Port-Charlotte,-FL-33948","1271 Sheridan Dr NW, Port Charlotte, FL 33948",Port Charlotte,FL,33948,Charlotte,27.003455,-82.133431,Single Family,2.0,1.0,980.0,11853.0,1981.0,PORT CHARLOTTE,RSF3.5 SINGLE FAM. RES.,2024-06-24T00:00:00.000Z,238800,,,True,Commercial,True,Forced Air,Stucco,False,1.0,Slab / Mat / Raft,True,,Attached,False,4.0,1.0,
"400-Island-Way,-Apt-306,-Clearwater-Beach,-FL-33767","400 Island Way, Apt 306, Clearwater Beach, FL 33767",Clearwater Beach,FL,33767,Pinellas,27.981337,-82.817514,Condo,,,1390.0,,1978.0,STARBOARD TOWER,,2024-06-24T00:00:00.000Z,370000,,Condo / Apartment,True,Commercial,True,,Concrete,False,1.0,,True,,Carport,True,,1.0,Average
"2773-S-Ocean-Blvd,-Apt-407,-Palm-Beach,-FL-33480","2773 S Ocean Blvd, Apt 407, Palm Beach, FL 33480",Palm Beach,FL,33480,Palm Beach,26.621201,-80.039556,Condo,2.0,2.0,1389.0,43560.0,1973.0,CARLYLE HOUSE COND,,2024-06-24T00:00:00.000Z,450000,,Condo / Apartment,False,,False,,,False,,,False,,,False,,1.0,
"4159-Mallard-Dr,-Safety-Harbor,-FL-34695","4159 Mallard Dr, Safety Harbor, FL 34695",Safety Harbor,FL,34695,Pinellas,28.023931,-82.702077,Single Family,3.0,2.0,1622.0,10332.0,1978.0,NORTH BAY HILLS,,2024-06-24T00:00:00.000Z,565000,,,True,Central,True,Central,Stucco,False,1.0,Footing,True,2.0,Garage,True,,1.0,
"3061-Lakeview-Dr,-Sebring,-FL-33870","3061 Lakeview Dr, Sebring, FL 33870",Sebring,FL,33870,Highlands,27.508514,-81.470384,Single Family,3.0,2.0,3651.0,13320.0,1954.0,,R1A,2024-06-24T00:00:00.000Z,875000,,,True,Central,True,Forced Air,Concrete,True,2.0,,True,1.0,Garage,False,,1.0,
"6070-Shakespeare-Dr,-Jacksonville,-FL-32244","6070 Shakespeare Dr, Jacksonville, FL 32244",Jacksonville,FL,32244,Duval,30.238638,-81.785279,Single Family,3.0,2.0,1572.0,8894.0,1975.0,ENGLISH ESTATES UNIT 01,RLD-60,2024-06-24T00:00:00.000Z,265000,,,True,Central,True,Forced Air,Concrete Block,True,1.0,,False,,,False,,1.0,
"204-Osage-Dr,-Indian-Harbour-Beach,-FL-32937","204 Osage Dr, Indian Harbour Beach, FL 32937",Indian Harbour Beach,FL,32937,Brevard,28.15574,-80.596159,Single Family,3.0,2.0,1222.0,10019.0,1963.0,INDIAN HARBOUR BEACH SEC 8,R1A,2024-06-24T00:00:00.000Z,368000,,,True,Central,True,Central,Stucco,False,1.0,Slab / Mat / Raft,True,,Attached,False,,1.0,
"4913-Marlin-Dr,-New-Port-Richey,-FL-34652","4913 Marlin Dr, New Port Richey, FL 34652",New Port Richey,FL,34652,Pasco,28.230331,-82.750927,Single Family,4.0,3.0,2454.0,8050.0,1978.0,FLOR-A-MAR,00R4,2024-06-24T00:00:00.000Z,962000,,,True,Central,True,Forced Air,Concrete Block,True,1.0,,True,3.0,Attached,True,,1.0,Water
"5147-Aurora-Lake-Cir,-Greenacres,-FL-33463","5147 Aurora Lake Cir, Greenacres, FL 33463",Greenacres,FL,33463,Palm Beach,26.60253,-80.125063,Single Family,4.0,2.5,2077.0,4744.0,2002.0,NAUTICA ISLES PL 4,RL-3,2024-06-24T00:00:00.000Z,549000,,,True,Commercial,True,Forced Air,Stucco,False,2.0,,True,,Garage,False,,1.0,
"953-Banyan-Dr,-Delray-Beach,-FL-33483","953 Banyan Dr, Delray Beach, FL 33483",Delray Beach,FL,33483,Palm Beach,26.434262,-80.066757,Single Family,5.0,5.5,5822.0,9718.0,2006.0,TROPIC ISLE 2ND,R-1-AA-B,2024-06-24T00:00:00.000Z,4460000,,,True,Commercial,True,Forced Air,Stucco,False,2.0,,True,,Garage,True,,1.0,Water
"5076-Egret-Point-Cir,-Boca-Raton,-FL-33431","5076 Egret Point Cir, Boca Raton, FL 33431",Boca Raton,FL,33431,Palm Beach,26.393686,-80.071135,Single Family,,7.5,9169.0,23052.0,1980.0,SANCTUARY,R1A/R1B,2024-06-24T00:00:00.000Z,14000000,,,True,Commercial,True,Forced Air,Stucco,True,2.0,,True,,Garage,True,,1.0,Water
"5903-N-Branch-Ave,-Tampa,-FL-33604","5903 N Branch Ave, Tampa, FL 33604",Tampa,FL,33604,Hillsborough,28.001039,-82.457131,Single Family,1.0,1.0,736.0,9240.0,1928.0,SEMINOLE HEIGHTS NORTH,SH-RS,2024-06-24T00:00:00.000Z,295000,,Traditional,True,Central,True,Central,Asbestos Shingle,False,1.0,,True,1.0,Garage,False,,1.0,
"6320-David-Dr,-Jacksonville,-FL-32210","6320 David Dr, Jacksonville, FL 32210",Jacksonville,FL,32210,Duval,30.278691,-81.746289,Single Family,3.0,1.0,999.0,10244.0,1960.0,CEDAR OAKS 2ND ADDN,RLD-60,2024-06-24T00:00:00.000Z,185000,,,True,Central,True,Forced Air,Concrete Block,False,1.0,,True,1.0,Carport,False,,1.0,
"23-Northwoods-Ln,-Boynton-Beach,-FL-33436","23 Northwoods Ln, Boynton Beach, FL 33436",Boynton Beach,FL,33436,Palm Beach,26.495513,-80.113082,Condo,3.0,3.0,3929.0,43560.0,1985.0,NORTHWOODS AT HUNTERS RUN CONDUNIT,,2024-06-24T00:00:00.000Z,550000,,Condo / Apartment,False,,False,,,False,,,True,,Garage,True,,1.0,
"12086-Fort-Caroline-Rd,-Ste-504,-Jacksonville,-FL-32225","12086 Fort Caroline Rd, Ste 504, Jacksonville, FL 32225",Jacksonville,FL,32225,Duval,30.378811,-81.509088,,,,,,,,,2024-06-24T00:00:00.000Z,185000,,,False,,False,,,False,,,False,,,False,,,
"4880-Quail-Valley-Rd,-Tallahassee,-FL-32309","4880 Quail Valley Rd, Tallahassee, FL 32309",Tallahassee,FL,32309,Leon,30.55698,-84.194132,Single Family,4.0,3.5,3722.0,78713.0,2009.0,QUAIL VALLEY UNRECORDED,,2024-06-24T00:00:00.000Z,875000,,,True,Central,False,,Siding,False,1.0,Pier / Post & Beam,True,,Garage,False,,1.0,
"215-W-College-Ave,-Apt-706A,-Tallahassee,-FL-32301","215 W College Ave, Apt 706A, Tallahassee, FL 32301",Tallahassee,FL,32301,Leon,30.440625,-84.28385,Condo,1.0,1.0,629.0,13939.0,2006.0,TALLAHASSEE CENTER CONDOMINIUMS,,2024-06-24T00:00:00.000Z,275000,,Condo / Apartment,False,,False,,,False,,,False,,,False,,1.0,
"3824-Oriely-Dr,-Jacksonville,-FL-32210","3824 Oriely Dr, Jacksonville, FL 32210",Jacksonville,FL,32210,Duval,30.266607,-81.759684,Single Family,3.0,2.0,1709.0,19843.0,1984.0,CEDAR LAKE EST UNIT 05,RLD-60,2024-06-24T00:00:00.000Z,281000,,,True,Central,True,Forced Air,Concrete Block,False,1.0,,True,2.0,Garage,False,,1.0,
"1007-Merien-Ct,-Oviedo,-FL-32765","1007 Merien Ct, Oviedo, FL 32765",Oviedo,FL,32765,Seminole,28.639292,-81.171932,Single Family,4.0,2.0,2244.0,10068.0,1990.0,TWIN RIVERS SEC 5,,2024-06-24T00:00:00.000Z,509000,,,True,Central,True,Central,Stucco,True,1.0,Footing,True,2.0,Garage,False,,1.0,
"2321-Ekana-Dr,-Oviedo,-FL-32765","2321 Ekana Dr, Oviedo, FL 32765",Oviedo,FL,32765,Seminole,28.642464,-81.168059,Single Family,6.0,4.0,3355.0,8510.0,1994.0,TWIN RIVERS SEC 6,,2024-06-24T00:00:00.000Z,655000,,,True,Central,True,Central,Stucco,False,2.0,Footing,True,2.0,Garage,True,,1.0,
"1017-Eagens-Creek-Ct,-Oviedo,-FL-32765","1017 Eagens Creek Ct, Oviedo, FL 32765",Oviedo,FL,32765,Seminole,28.638213,-81.173813,Single Family,3.0,3.0,1578.0,17122.0,1990.0,TWIN RIVERS SEC 3B,,2024-06-24T00:00:00.000Z,375000,,,True,Central,True,Central,Stucco,False,1.0,Footing,True,2.0,Garage,False,,1.0,
"1340-Lake-Baton-Dr,-Deltona,-FL-32725","1340 Lake Baton Dr, Deltona, FL 32725",Deltona,FL,32725,Volusia,28.906243,-81.235319,Single Family,5.0,4.0,3871.0,13365.0,2015.0,LAKE BATON ESTATES,,2024-06-24T00:00:00.000Z,550000,,,True,Commercial,True,Forced Air,Stucco,False,1.0,Slab / Mat / Raft,True,,Garage,False,,1.0,
"1041-Pearl-Tree-Rd,-Deltona,-FL-32725","1041 Pearl Tree Rd, Deltona, FL 32725",Deltona,FL,32725,Volusia,28.909998,-81.24821,Single Family,3.0,2.0,1953.0,17820.0,1994.0,STERLING PARK UNIT 01,,2024-06-24T00:00:00.000Z,343500,,,True,Commercial,True,Forced Air,Stucco,True,1.0,Slab / Mat / Raft,True,,Attached,True,,1.0,
"1311-Ne-40th-Ct,-Pompano-Beach,-FL-33064","1311 Ne 40th Ct, Pompano Beach, FL 33064",Pompano Beach,FL,33064,Broward,26.28036,-80.104881,Single Family,3.0,1.0,978.0,8400.0,1957.0,POMPANO BEACH HIGHLANDS 5TH SEC,RS-3,2024-06-24T00:00:00.000Z,400000,,,True,Central,False,,Stucco,False,1.0,Slab / Mat / Raft,True,1.0,Carport,True,,1.0,
"99-Se-Mizner-Blvd,-Apt-603,-Boca-Raton,-FL-33432","99 Se Mizner Blvd, Apt 603, Boca Raton, FL 33432",Boca Raton,FL,33432,Palm Beach,26.349708,-80.084748,Condo,2.0,2.0,1310.0,43560.0,2003.0,PALMETTO PLACE CONDOMINIUM,,2024-06-24T00:00:00.000Z,755000,,Condo / Apartment,False,,False,,,False,,,False,,,False,,1.0,
"869-Drakeswood-Ave,-The-Villages,-FL-32162","869 Drakeswood Ave, The Villages, FL 32162",The Villages,FL,32162,Sumter,28.890117,-81.971587,Single Family,2.0,2.0,1138.0,3763.0,2006.0,VILLAGES OF SUMTER TANGLEWOODV,,2024-06-24T00:00:00.000Z,333300,,,False,,False,,,False,,,True,,Garage,False,,1.0,
"38600-Alston-Ave,-Zephyrhills,-FL-33542","38600 Alston Ave, Zephyrhills, FL 33542",Zephyrhills,FL,33542,Pasco,28.222535,-82.178314,Single Family,4.0,1.0,852.0,9660.0,1952.0,ZEPHYRHILLS COLONY COMPANY 9,R1MH,2024-06-24T00:00:00.000Z,265000,,,True,Central,True,Forced Air,Concrete Block,False,1.0,,True,1.0,Carport,False,,1.0,
"4866-Equestrian-Rd,-Apt-B,-Boynton-Beach,-FL-33436","4866 Equestrian Rd, Apt B, Boynton Beach, FL 33436",Boynton Beach,FL,33436,Palm Beach,26.523972,-80.119797,Townhouse,2.0,2.0,1400.0,43560.0,1979.0,GREENTREE VILLAS COND PHASE,,2024-06-24T00:00:00.000Z,205000,552.0,Condo / Apartment,False,,False,,,False,,,False,,,False,,1.0,
"50-East-Rd,-Apt-7D,-Delray-Beach,-FL-33483","50 East Rd, Apt 7D, Delray Beach, FL 33483",Delray Beach,FL,33483,Palm Beach,26.461912,-80.06233,Condo,2.0,2.0,1363.0,,1970.0,BARR TERRACE CONDOMINIUM APT,,2024-06-24T00:00:00.000Z,890000,,Condo / Apartment,False,,False,,,False,,,False,,,False,,1.0,
"2407-Bluffton-Dr,-Jacksonville,-FL-32224","2407 Bluffton Dr, Jacksonville, FL 32224",Jacksonville,FL,32224,Duval,30.302188,-81.445746,Single Family,3.0,2.0,1232.0,8205.0,1985.0,VILLAGES OF PABLO UNIT 1,RLD-60,2024-06-24T00:00:00.000Z,360000,,,True,Central,True,Forced Air,Aluminum / Vinyl Siding,True,1.0,,True,1.0,Garage,False,,1.0,
"1010-E-Lake-Ave,-Tampa,-FL-33605","1010 E Lake Ave, Tampa, FL 33605",Tampa,FL,33605,Hillsborough,27.978088,-82.448697,Single Family,3.0,2.0,1304.0,5928.0,1925.0,NORDICA,RS-50,2024-06-24T00:00:00.000Z,239000,,Traditional,True,Central,True,Central,Aluminum / Vinyl Siding,False,1.0,,True,,Mixed,False,,1.0,
"10198-Boca-Woods-Ln,-Boca-Raton,-FL-33428","10198 Boca Woods Ln, Boca Raton, FL 33428",Boca Raton,FL,33428,Palm Beach,26.356924,-80.206368,Single Family,3.0,3.0,2257.0,15065.0,1981.0,BOCA WOODS COUNTRY CLUB PH 1,RE,2024-06-24T00:00:00.000Z,740000,388.0,,True,Commercial,True,Forced Air,Stucco,False,1.0,,True,,Garage,True,,1.0,Golf Course
"170-Shadow-Bay-Dr,-Eastpoint,-FL-32328","170 Shadow Bay Dr, Eastpoint, FL 32328",Eastpoint,FL,32328,Franklin,29.751839,-84.888264,Single Family,3.0,2.0,1445.0,55713.0,2024.0,,,2024-06-24T00:00:00.000Z,47500,18.0,,False,,False,,,False,,,False,,,False,,,
"9700-Grand-Sandestin-Blvd,-Unit-4203,-Miramar-Beach,-FL-32550","9700 Grand Sandestin Blvd, Unit 4203, Miramar Beach, FL 32550",Miramar Beach,FL,32550,Walton,30.392609,-86.326259,Condo,0.0,1.0,433.0,,2006.0,BAHIA,,2024-06-24T00:00:00.000Z,190000,,Condo / Apartment,False,,False,,,False,,,False,,,True,,,
"8604-Salerno-Rd,-Fort-Pierce,-FL-34951","8604 Salerno Rd, Fort Pierce, FL 34951",Fort Pierce,FL,34951,St. Lucie,27.549744,-80.412011,Single Family,3.0,2.0,1299.0,12197.0,1988.0,LAKEWOOD PARK UNIT 8A,RS-4,2024-06-24T00:00:00.000Z,262000,6.0,,True,Commercial,True,Forced Air,Wood,False,1.0,Slab,True,2.0,Attached Garage,True,8.0,1.0,
"4311-Plaza-Gate-Ln-S,-Apt-101,-Jacksonville,-FL-32217","4311 Plaza Gate Ln S, Apt 101, Jacksonville, FL 32217",Jacksonville,FL,32217,Duval,30.230245,-81.608253,Condo,3.0,2.0,1379.0,1600.0,1969.0,GOLFVIEW CONDOMINIUM,,2024-06-24T00:00:00.000Z,190000,,Condo / Apartment,False,,True,,,False,,,False,,,False,,1.0,Average
"1216-S-Missouri-Ave,-Unit-125,-Clearwater,-FL-33756","1216 S Missouri Ave, Unit 125, Clearwater, FL 33756",Clearwater,FL,33756,Pinellas,27.953202,-82.788092,Condo,1.0,1.0,660.0,104980.0,2004.0,RESIDENCE AT RENAISSANCE,,2024-06-24T00:00:00.000Z,170000,670.0,Condo / Apartment,False,,False,,Wood,False,1.0,,True,,Basement,True,,1.0,
"4380-Exeter-Dr,-Unit-204,-Longboat-Key,-FL-34228","4380 Exeter Dr, Unit 204, Longboat Key, FL 34228",Longboat Key,FL,34228,Manatee,27.396402,-82.645532,Condo,2.0,1.0,992.0,4138200.0,1970.0,LONGBOAT HARBOUR,LBK_R-4MX,2024-06-24T00:00:00.000Z,382500,,Condo / Apartment,True,Central,True,Central,Stucco,False,1.0,,False,,,False,3.0,1.0,
"1211-Gulf-Of-Mexico-Dr,-Apt-506,-Longboat-Key,-FL-34228","1211 Gulf Of Mexico Dr, Apt 506, Longboat Key, FL 34228",Longboat Key,FL,34228,Sarasota,27.348008,-82.607281,Condo,2.0,2.0,1598.0,342817.0,1985.0,PROMENADE,MUC3,2024-06-24T00:00:00.000Z,1475000,,Condo / Apartment,True,Commercial,True,,Concrete,False,1.0,Pier / Post & Beam,True,1.0,Basement,False,5.0,1.0,Water
"1136-Cornelius-Blvd,-Port-Charlotte,-FL-33953","1136 Cornelius Blvd, Port Charlotte, FL 33953",Port Charlotte,FL,33953,Charlotte,27.014522,-82.20501,Single Family,4.0,2.0,1612.0,10002.0,2023.0,PORT CHARLOTTE,RSF3.5 SINGLE FAM. RES.,2024-06-24T00:00:00.000Z,345000,,,True,Commercial,True,,,False,,,False,,,False,,,
"2677-Triumph-Way,-Kissimmee,-FL-34746","2677 Triumph Way, Kissimmee, FL 34746",Kissimmee,FL,34746,Osceola,28.324303,-81.515332,Single Family,2.0,2.5,1350.0,1481.0,2014.0,REGAL OAKS AT OLD TOWN,PD,2024-06-24T00:00:00.000Z,332500,,,True,Package,True,Package,Stucco,False,2.0,Footing,False,,,False,,,
"8469-Saint-Johns-Ct,-Wellington,-FL-33414","8469 Saint Johns Ct, Wellington, FL 33414",Wellington,FL,33414,Palm Beach,26.635675,-80.180983,Single Family,2.0,2.0,1526.0,7061.0,2005.0,VILLAGEWALK OF WELLINGTON PL 5,,2024-06-24T00:00:00.000Z,500000,,,False,,False,,,False,1.0,,False,,,False,,,
"114-Rosewood-Ct,-Palm-Harbor,-FL-34685","114 Rosewood Ct, Palm Harbor, FL 34685",Palm Harbor,FL,34685,Pinellas,28.090559,-82.693675,Single Family,3.0,2.0,1822.0,14510.0,1979.0,TARPON WOODS,,2024-06-24T00:00:00.000Z,472500,,,True,Central,True,Central,Stucco,False,1.0,Footing,True,2.0,Garage,True,,1.0,
"260-Aralia-Ln,-Jacksonville,-FL-32216","260 Aralia Ln, Jacksonville, FL 32216",Jacksonville,FL,32216,Duval,30.309209,-81.577729,Single Family,2.0,2.0,1327.0,2390.0,2020.0,ARALIA PLACE,RMD-A,2024-06-24T00:00:00.000Z,235000,,,True,Central,True,Forced Air,Wood,False,2.0,,True,,Garage,False,,1.0,
"11501-Brighton-Knoll-Loop,-Riverview,-FL-33579","11501 Brighton Knoll Loop, Riverview, FL 33579",Riverview,FL,33579,Hillsborough,27.779901,-82.309139,Single Family,4.0,2.0,1880.0,5750.0,2015.0,SOUTH FORK TRACT L PHASE 1,PD,2024-06-24T00:00:00.000Z,349900,,Contemporary,True,Central,True,Central,Stucco,False,1.0,,True,,Garage,False,,1.0,
"7656-Whisper-Way,-Apt-101,-Reunion,-FL-34747","7656 Whisper Way, Apt 101, Reunion, FL 34747",Reunion,FL,34747,Osceola,28.271692,-81.59471,Condo,3.0,3.0,1755.0,697.0,2006.0,VILLAS/REUNION SQR PH 1,,2024-06-24T00:00:00.000Z,400000,,Condo / Apartment,True,Package,True,Package,Brick,False,1.0,Footing,False,,,False,,1.0,
"1435-Ashbourne-Way,-Deltona,-FL-32725","1435 Ashbourne Way, Deltona, FL 32725",Deltona,FL,32725,Volusia,28.902554,-81.272194,Single Family,3.0,2.0,1533.0,7112.0,2003.0,SAXON RIDGE PH 01,,2024-06-24T00:00:00.000Z,349900,,,True,Commercial,True,Forced Air,Stucco,True,1.0,Slab / Mat / Raft,True,,Attached,False,,1.0,
"473-S-Halifax-Dr,-Ormond-Beach,-FL-32176","473 S Halifax Dr, Ormond Beach, FL 32176",Ormond Beach,FL,32176,Volusia,29.277637,-81.039334,Single Family,3.0,2.5,1774.0,11250.0,1956.0,ORMOND,R3B,2024-06-24T00:00:00.000Z,413000,,,True,Commercial,True,Forced Air,Concrete,True,1.0,Slab / Mat / Raft,True,,Attached,False,,1.0,
"2873-Post-St,-Jacksonville,-FL-32205","2873 Post St, Jacksonville, FL 32205",Jacksonville,FL,32205,Duval,30.313491,-81.70095,Single Family,3.0,1.0,1362.0,4278.0,1924.0,NEW RIVERSIDE,RMD-D,2024-06-24T00:00:00.000Z,378000,,,True,Central,True,Forced Air,Wood Shingle,True,1.0,,True,,Detached,False,,1.0,
"11438-2nd-Ave,-Punta-Gorda,-FL-33955","11438 2nd Ave, Punta Gorda, FL 33955",Punta Gorda,FL,33955,Charlotte,26.863954,-81.998028,Single Family,3.0,2.0,1764.0,8000.0,2007.0,PUNTA GORDA,RSF5 SINGLE FAM. RES.,2024-06-24T00:00:00.000Z,333500,,,True,Commercial,True,Forced Air,Stucco,False,1.0,,True,,Attached,False,6.0,1.0,
"7007-19th-Way-N,-Saint-Petersburg,-FL-33702","7007 19th Way N, Saint Petersburg, FL 33702",Saint Petersburg,FL,33702,Pinellas,27.835992,-82.660441,Single Family,4.0,3.0,1555.0,8525.0,1961.0,MEADOW LAWN 12TH ADD,,2024-06-24T00:00:00.000Z,487500,,,True,Central,True,Central,Concrete Block,False,1.0,Footing,True,1.0,Garage,False,,1.0,
"1238-Palm-Bluff-Dr,-Apopka,-FL-32712","1238 Palm Bluff Dr, Apopka, FL 32712",Apopka,FL,32712,Orange,28.700214,-81.476287,Single Family,4.0,3.0,1990.0,10202.0,2021.0,PALMS SEC 3,R-1AA,2024-06-24T00:00:00.000Z,490000,,,True,Central,True,Forced Air,Stucco,False,1.0,,True,,Garage,False,,,
"4452-Aurora-St,-Naples,-FL-34119","4452 Aurora St, Naples, FL 34119",Naples,FL,34119,Collier,26.312933,-81.721018,Single Family,4.0,4.0,1573.0,7405.0,2018.0,STONECREEK PLAT TWO,,2024-06-24T00:00:00.000Z,1150000,,,True,Central,True,Central,,False,2.0,,True,3.0,Attached Garage,True,,,
"10169-Innovation-Way,-Jacksonville,-FL-32256","10169 Innovation Way, Jacksonville, FL 32256",Jacksonville,FL,32256,Duval,30.191846,-81.505781,Single Family,4.0,2.0,2282.0,5591.0,2020.0,E TOWN PARCEL E 5 PHASE 1,PUD,2024-06-24T00:00:00.000Z,625000,,,True,Central,True,Forced Air,Aluminum / Vinyl Siding,False,2.0,,True,,Garage,False,,1.0,
"5708-Tybee-Island-Dr,-Apollo-Beach,-FL-33572","5708 Tybee Island Dr, Apollo Beach, FL 33572",Apollo Beach,FL,33572,Hillsborough,27.754549,-82.426885,Land,4.0,3.5,4760.0,8072.0,,MIRABAY PHASE 2A-3,PD,2024-06-24T00:00:00.000Z,430000,,,False,,False,,,False,,,False,,,False,,,
"400-Diplomat-Pkwy,-Apt-401,-Hallandale-Beach,-FL-33009","400 Diplomat Pkwy, Apt 401, Hallandale Beach, FL 33009",Hallandale Beach,FL,33009,Broward,25.990456,-80.12818,Condo,2.0,2.0,1135.0,,1970.0,FAIRWAYS RIVIERA NORTH,RM-18,2024-06-24T00:00:00.000Z,370000,,Condo / Apartment,False,,False,,,False,,,False,,,False,,1.0,
"4619-Courtland-St,-Tampa,-FL-33610","4619 Courtland St, Tampa, FL 33610",Tampa,FL,33610,Hillsborough,27.98826,-82.418813,Land,3.0,2.0,1078.0,3600.0,1947.0,COURTLAND SUBDIVISION REVISED MAP,RS-50,2024-06-24T00:00:00.000Z,355900,,,True,Wall,True,Forced Air,Stucco,True,1.0,,True,,Carport,False,,1.0,
"3308-Purdue-St,-Melbourne,-FL-32901","3308 Purdue St, Melbourne, FL 32901",Melbourne,FL,32901,Brevard,28.059861,-80.62949,Single Family,2.0,1.0,962.0,10454.0,1958.0,UNIVERSITY PARK SEC B,R1A,2024-06-24T00:00:00.000Z,180000,,,True,Central,True,Central,Stucco,True,1.0,Slab / Mat / Raft,True,,Attached,False,,1.0,
"6521-Flagler-St,-Hollywood,-FL-33023","6521 Flagler St, Hollywood, FL 33023",Hollywood,FL,33023,Broward,25.996939,-80.218948,Single Family,3.0,2.0,1014.0,6360.0,1956.0,HOLLYWOOD HEIGHTS ESTATES NO 3,RS-6,2024-06-24T00:00:00.000Z,415000,,,True,Central,False,,Stucco,False,1.0,Slab / Mat / Raft,True,1.0,Carport,False,,1.0,
"745-Nw-47th-Ter,-Miami,-FL-33127","745 Nw 47th Ter, Miami, FL 33127",Miami,FL,33127,Miami-Dade,25.819189,-80.208854,Single Family,3.0,2.0,1781.0,5000.0,1927.0,BAY VISTA PARK AMD PLAT,"0100:SINGLE FAM,GENERAL",2024-06-24T00:00:00.000Z,405000,,,False,,False,,Concrete Block,False,1.0,,False,,,False,,1.0,
"8532-Regal-Ln,-Hudson,-FL-34667","8532 Regal Ln, Hudson, FL 34667",Hudson,FL,34667,Pasco,28.365132,-82.673475,Single Family,3.0,2.0,2091.0,8250.0,1993.0,BEACON WOODS GOLF AND COUNTRY CLUB PHASE,MPUD,2024-06-24T00:00:00.000Z,299000,,,True,Central,True,Forced Air,Concrete Block,False,1.0,,True,2.0,Attached,True,,1.0,
"1356-Lechlade-St,-Jacksonville,-FL-32205","1356 Lechlade St, Jacksonville, FL 32205",Jacksonville,FL,32205,Duval,30.307008,-81.705591,Single Family,4.0,2.0,1718.0,9951.0,1946.0,OGRAMS R/P,RLD-60,2024-06-24T00:00:00.000Z,282000,,,True,Central,True,Forced Air,Concrete Block,False,2.0,,False,,,False,,1.0,
